index,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
715,fall,12,0,0,0,mist,9.037500,8.415908,83.8750,6.749714,3786
716,fall,12,0,1,1,mist,10.486651,10.499000,90.7083,6.583306,4585
717,fall,12,0,2,1,clear,11.309151,11.040728,66.6250,14.834068,5557
718,fall,12,0,3,1,clear,7.627500,6.582692,62.5417,12.334164,5267
719,fall,12,0,4,1,mist,7.510000,6.124322,66.7917,8.875021,4128
720,winter,12,0,5,1,mist,7.353349,3.916622,55.6667,25.083661,3623
721,winter,12,0,6,0,clear,4.494151,0.416542,44.1250,27.292182,1749
722,winter,12,0,0,0,clear,3.554151,1.125086,51.5417,8.916561,1787
723,winter,12,0,1,1,mist,2.871288,1.087400,79.1304,5.174437,920
724,winter,12,1,2,0,mist,5.691288,3.434690,73.4783,11.304642,1013
725,winter,12,0,3,1,light precip,3.436651,1.458022,82.3333,21.208582,441
726,winter,12,0,4,1,mist,3.945849,1.041628,65.2917,23.458911,2114
727,winter,12,0,5,1,mist,3.906651,0.833036,59.0000,10.416557,3095
728,winter,12,0,6,0,mist,3.906651,0.001600,75.2917,8.333661,1341
729,winter,12,0,0,0,clear,4.024151,0.707800,48.3333,23.500518,1796
730,winter,12,0,1,1,mist,2.144151,1.249858,57.7500,10.374682,2729








